#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#"Tavola 4.16 segue - Statura media degli iscritti di leva nati negli anni  1854#-1980 (a) (dati in centimetri e 
#composizioni percentuali)",,,,,,,,,,,,
#,,,,,,,,,,,,
#ANNI DI NASCITA,Statura media effettiva,,Composizioni percentuali,,,,,,,,,
#,,,,,,,,,,,,
#,,,Meno di 145,145-149,Meno di 150,150-154,155-159,160-164,165-169,170-174,175-#179,180 e oltre
#,,,,,,,,,,,,
1910,165.50,0.3,0.7,1.0,4.5,14.1,27.1,29.0,16.8,6.0,1.5
1911,166.10,0.2,0.5,0.7,3.7,12.6,26.0,29.9,18.4,6.8,1.9
1912,166.12,0.2,0.6,0.8,3.4,12.9,25.8,29.8,18.5,6.9,1.9
1913,166.23,0.2,0.6,0.8,3.6,12.6,25.4,29.3,19.1,7.2,2.0
1914,166.27,0.2,0.6,0.8,3.5,12.4,25.2,29.6,19.3,7.2,2.0
1915,166.19,0.2,0.6,0.8,3.5,12.5,25.8,29.5,18.8,7.1,2.0
1916,166.15,0.2,0.7,0.9,3.7,12.7,25.3,29.5,18.7,7.2,2.0
1917,166.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,166.34,0.2,0.7,0.9,3.4,12.0,25.3,29.9,19.0,7.4,2.1
1919,166.34,0.2,0.7,0.9,3.6,12.0,25.2,29.2,19.2,7.7,2.2
1920,166.04,0.3,0.8,1.1,4.1,12.8,25.1,29.0,18.5,7.4,2.0
1926,166.83,0.1,0.6,0.7,3.2,11.0,23.9,30.5,19.6,8.4,2.7
1927,166.95,0.1,0.6,0.7,3.0,11.1,23.5,29.7,20.3,8.9,2.8
1928,167.17,0.2,0.5,0.7,2.7,10.3,23.2,29.8,21.1,9.2,3.0
1929,167.27,0.2,0.5,0.7,2.8,10.1,22.6,29.9,21.4,9.4,3.1
1930,167.37,0.2,0.5,0.7,2.6,10.0,22.6,29.6,21.6,9.7,3.2
1931,167.48,0.1,0.5,0.6,2.5,9.8,22.4,29.6,21.8,9.9,3.4
1932,167.42,0.2,0.5,0.7,2.5,10.1,22.4,29.6,21.6,9.7,3.4
1933,167.46,0.1,0.5,0.6,2.5,9.9,22.6,29.4,21.7,9.9,3.4
1934,167.67,0.1,0.4,0.5,2.3,9.5,22.0,29.5,22.4,10.2,3.6
1935,167.85,0.1,0.4,0.5,2.2,9.0,21.4,29.6,22.9,10.7,3.7
1936,167.94,0.1,0.3,0.4,2.1,9.0,21.4,29.3,23.1,10.8,3.9
1937,168.16,0.1,0.3,0.4,1.9,8.4,20.9,29.7,23.4,11.2,4.1
1938,168.28,0.1,0.3,0.4,2.0,8.2,20.5,29.5,23.6,11.5,4.3
1939,168.28,0.1,0.3,0.4,1.7,8.0,20.4,30.4,23.4,11.5,4.2
1940,168.47,0.1,0.3,0.4,1.7,7.8,20.4,29.2,23.8,12.0,4.7
1941,168.71,0.1,0.3,0.4,1.6,7.3,19.3,29.6,24.5,12.3,5.0
1942,168.91,0.1,0.3,0.4,1.4,7.2,18.7,29.6,24.7,12.8,5.2
1943,168.91,0.1,0.3,0.4,1.5,7.0,18.8,29.4,24.6,13.0,5.3
1944,168.99,0.1,0.3,0.4,1.5,7.1,18.8,28.9,24.7,12.9,5.7
1945,168.62,0.1,0.3,0.4,1.7,7.7,19.7,29.0,24.5,12.1,4.9
1946,169.40,0.1,0.2,0.3,1.4,6.2,17.5,28.4,26.0,14.1,6.1
1947,169.73,0.1,0.2,0.3,1.2,5.9,16.8,27.6,26.3,15.1,6.8
1948,169.66,0.1,0.2,0.3,1.3,5.9,17.2,28.0,26.2,14.7,6.4
1949,169.77,0.1,0.2,0.3,1.2,5.7,16.8,28.2,26.5,14.8,6.5
1950,169.88,0.1,0.2,0.3,0.6,5.3,17.1,27.7,26.8,16.0,6.2
1951,170.01,0.1,0.1,0.2,0.9,5.0,15.8,27.6,27.3,15.8,7.4
1952,170.03,0.2,0.1,0.3,0.8,4.4,14.4,26.4,28.0,17.0,8.7
1953,171.05,0.0,0.1,0.1,0.6,3.8,12.9,25.3,28.6,18.7,10.0
1954,171.06,0.0,0.1,0.1,0.6,3.6,12.7,25.2,28.6,18.9,10.3
1955,171.48,0.0,0.1,0.1,0.5,3.3,12.1,24.7,28.8,19.5,11.0
1956,171.89,0.0,0.1,0.1,0.5,3.0,11.3,23.9,28.9,20.4,11.9
1957,172.19,0.0,0.1,0.1,0.4,2.7,10.6,23.4,29.3,21.1,12.4
1958,172.19,0.0,0.1,0.1,0.4,2.7,10.7,23.5,29.1,21.0,12.5
1959,172.37,0.0,0.1,0.1,0.4,2.5,10.1,22.9,29.5,21.5,13.0
1960,172.69,0.0,0.0,0.1,0.3,2.1,9.4,22.3,29.6,22.3,13.9
1961,172.80,0.0,0.0,0.1,0.3,2.1,9.1,21.8,29.3,22.8,14.5
1962,172.83,0.0,0.0,0.1,0.3,2.0,8.9,21.8,29.6,22.9,14.4
1963,173.02,0.0,0.0,0.0,0.3,2.0,8.6,21.1,29.7,23.3,15.0
1964,173.19,0.0,0.0,0.0,0.2,2.0,8.3,20.8,29.4,23.7,15.6
1965,173.03,0.0,0.0,0.1,0.3,1.7,7.9,20.4,29.6,24.0,16.0
1966,173.37,0.0,0.0,0.0,0.2,1.9,7.8,20.5,29.4,24.0,16.2
1967,173.67,0.0,0.0,0.0,0.1,1.9,7.3,19.4,29.0,24.8,17.5
1969,173.84,0.0,0.0,0.0,0.1,1.7,7.0,18.9,29.3,25.0,18.0
1972,173.96,0.0,0.0,0.0,0.1,1.6,6.8,18.6,29.1,25.2,18.6
1973,174.12,0.0,0.0,0.1,0.2,1.2,6.5,18.1,29.3,25.8,18.8
1974,174.18,0.0,0.0,0.1,0.2,1.1,6.1,17.8,29.1,26.0,19.6
1975,174.29,0.0,0.0,0.1,0.2,1.1,6.0,17.4,29.5,26.0,19.7
1976,174.42,0.0,0.0,0.1,0.4,1.1,6.2,17.8,28.4,26.0,20.0
1977,174.44,0.0,0.0,0.1,0.3,1.0,6.3,17.9,28.4,26.0,20.0
1978,174.45,0.0,0.0,0.1,0.3,1.0,6.1,18.0,28.5,26.0,20.0
1979,174.49,0.0,0.0,0.1,0.3,1.0,6.1,18.0,28.3,26.1,20.1
1980,174.58,0.0,0.0,0.1,0.3,1.0,6.1,18.0,28.3,26.1,20.1
